name,Season,position,Cluster,Cluster_3,personId,gameId,numMinutes,points,assists,reboundsTotal,reboundsOffensive,reboundsDefensive,steals,blocks,FG%,3P%,FT%
Vince Carter,1617,G F,2,2,1713,73,24.17808219,8.02739726,1.821917808,3.109589041,0.493150685,2.616438356,0.821917808,0.493150685,0.393877551,0.378378378,0.765217391
Dirk Nowitzki,1617,F,2,2,1717,54,25.98148148,14.24074074,1.518518519,6.537037037,0.425925926,6.111111111,0.555555556,0.703703704,0.436578171,0.377990431,0.875
Jason Terry,1617,G,2,2,1891,74,17.93243243,4.148648649,1.324324324,1.432432432,0.202702703,1.22972973,0.621621622,0.27027027,0.432098765,0.426900585,0.827586207
Manu Ginobili,1617,G,2,2,1938,69,18.20289855,7.492753623,2.652173913,2.275362319,0.405797101,1.869565217,1.188405797,0.231884058,0.38952164,0.392070485,0.803738318
Jamal Crawford,1617,G,2,2,2037,82,25.79268293,12.29268293,2.609756098,1.573170732,0.207317073,1.365853659,0.743902439,0.170731707,0.412643678,0.360248447,0.857142857
Tyson Chandler,1617,C,3,0,2199,47,27.08510638,8.446808511,0.638297872,11.46808511,3.255319149,8.212765957,0.70212766,0.510638298,0.671052632,0.0,0.733870968
Pau Gasol,1617,F C,0,0,2200,64,24.921875,12.375,2.34375,7.828125,1.671875,6.15625,0.375,1.09375,0.501655629,0.538461538,0.706521739
Joe Johnson,1617,G F,2,2,2207,78,23.1025641,9.166666667,1.846153846,3.115384615,0.423076923,2.692307692,0.461538462,0.230769231,0.436102236,0.410852713,0.818181818
Richard Jefferson,1617,F,2,2,2210,79,19.94936709,5.670886076,0.987341772,2.569620253,0.35443038,2.215189873,0.329113924,0.126582278,0.44606414,0.333333333,0.740740741
Zach Randolph,1617,F,0,0,2216,73,23.97260274,14.08219178,1.671232877,8.191780822,2.493150685,5.698630137,0.520547945,0.136986301,0.449170124,0.223404255,0.730569948
Tony Parker,1617,G,2,2,2225,63,24.6984127,10.12698413,4.523809524,1.793650794,0.142857143,1.650793651,0.53968254,0.031746032,0.46572935,0.333333333,0.726495726
Mike Dunleavy,1617,G F,2,2,2399,53,15.30188679,5.188679245,0.943396226,2.169811321,0.339622642,1.830188679,0.283018868,0.132075472,0.422727273,0.395522388,0.8
Nene Hilario,1617,F C,0,0,2403,67,17.31343284,9.089552239,0.970149254,4.208955224,1.417910448,2.791044776,0.835820896,0.582089552,0.617128463,0.333333333,0.588832487
Matt Barnes,1617,F,2,2,2440,74,23.5,7.121621622,2.635135135,5.189189189,0.945945946,4.243243243,0.648648649,0.351351351,0.391120507,0.330798479,0.786516854
LeBron James,1617,F,1,1,2544,74,37.2972973,26.40540541,8.72972973,8.635135135,1.310810811,7.324324324,1.243243243,0.594594595,0.547619048,0.362573099,0.674199623
Carmelo Anthony,1617,F,1,1,2546,74,33.7972973,22.41891892,2.878378378,5.918918919,0.837837838,5.081081081,0.810810811,0.459459459,0.433405328,0.358669834,0.832876712
Dwyane Wade,1617,G,1,1,2548,60,29.41666667,18.26666667,3.8,4.5,1.05,3.45,1.433333333,0.683333333,0.433507853,0.310344828,0.793594306
Boris Diaw,1617,F C,2,2,2564,73,17.06849315,4.630136986,2.328767123,2.164383562,0.630136986,1.534246575,0.246575342,0.123287671,0.44648318,0.24691358,0.742857143
Zaza Pachulia,1617,C,3,0,2585,70,17.61428571,6.085714286,1.885714286,5.857142857,2.0,3.857142857,0.842857143,0.471428571,0.534201954,0.0,0.777777778
Kyle Korver,1617,G F,2,2,2594,67,25.67164179,10.11940299,1.641791045,2.776119403,0.104477612,2.671641791,0.507462687,0.313432836,0.46407767,0.451253482,0.904761905
Dwight Howard,1617,F C,3,0,2730,74,29.28378378,13.54054054,1.405405405,12.7027027,4.0,8.702702703,0.864864865,1.243243243,0.632952692,0.0,0.533018868
Shaun Livingston,1617,G,2,2,2733,76,17.19736842,5.118421053,1.828947368,1.986842105,0.368421053,1.618421053,0.5,0.263157895,0.547468354,0.333333333,0.7
Devin Harris,1617,G,2,2,2734,65,16.24615385,6.723076923,2.092307692,1.953846154,0.169230769,1.784615385,0.661538462,0.107692308,0.398826979,0.327683616,0.829457364
Luol Deng,1617,F,2,2,2736,56,26.10714286,7.589285714,1.321428571,5.267857143,1.125,4.142857143,0.857142857,0.357142857,0.386792453,0.309090909,0.73015873
Andre Iguodala,1617,G F,2,2,2738,76,25.76315789,7.552631579,3.434210526,4.0,0.671052632,3.328947368,1.0,0.513157895,0.527710843,0.361581921,0.705882353
JR Smith,1617,G,2,2,2747,41,28.46341463,8.56097561,1.512195122,2.756097561,0.414634146,2.341463415,0.975609756,0.268292683,0.345505618,0.350553506,0.666666667
Jameer Nelson,1617,G,2,2,2749,75,26.72,9.16,5.133333333,2.56,0.373333333,2.186666667,0.72,0.106666667,0.443708609,0.388278388,0.714285714
Tony Allen,1617,G F,0,2,2754,71,26.43661972,9.056338028,1.38028169,5.507042254,2.338028169,3.169014085,1.61971831,0.408450704,0.460504202,0.277777778,0.615384615
Trevor Ariza,1617,F,1,1,2772,80,34.2125,11.7,2.1875,5.725,0.675,5.05,1.8375,0.25,0.408521303,0.344144144,0.738095238
Marvin Williams,1617,F,2,2,101107,76,29.67105263,11.17105263,1.394736842,6.578947368,1.171052632,5.407894737,0.763157895,0.697368421,0.421875,0.350282486,0.873333333
Chris Paul,1617,G,1,1,101108,61,31.0,18.09836066,9.229508197,4.983606557,0.655737705,4.327868852,1.950819672,0.131147541,0.476433121,0.410596026,0.892307692
Raymond Felton,1617,G,2,2,101109,80,20.7125,6.725,2.3875,2.725,0.4125,2.3125,0.825,0.275,0.429961089,0.319444444,0.78125
Channing Frye,1617,F C,2,2,101112,74,18.37837838,9.135135135,0.608108108,3.918918919,0.5,3.418918919,0.445945946,0.5,0.457692308,0.408955224,0.851351351
Deron Williams,1617,G,2,2,101114,64,25.40625,10.953125,5.625,2.296875,0.21875,2.078125,0.484375,0.125,0.438333333,0.363247863,0.825688073
Ian Mahinmi,1617,C,3,0,101133,31,17.41935484,5.580645161,0.612903226,4.838709677,1.516129032,3.322580645,1.064516129,0.774193548,0.585585586,0.0,0.573333333
David Lee,1617,F C,3,0,101135,79,18.21518987,7.291139241,1.569620253,5.582278481,1.886075949,3.696202532,0.392405063,0.506329114,0.59047619,0.0,0.707964602
CJ Miles,1617,G,2,2,101139,76,22.84210526,10.72368421,0.631578947,3.013157895,0.394736842,2.618421053,0.605263158,0.328947368,0.43431221,0.413202934,0.903225806
Ersan Ilyasova,1617,F,2,2,101141,82,25.64634146,13.06097561,1.719512195,5.865853659,1.402439024,4.463414634,0.707317073,0.280487805,0.431460674,0.353233831,0.777777778
Monta Ellis,1617,G,2,2,101145,74,26.5,8.513513514,3.189189189,2.756756757,0.256756757,2.5,1.054054054,0.364864865,0.443447038,0.318518519,0.7265625
Lou Williams,1617,G,1,2,101150,81,24.14814815,17.54320988,2.950617284,2.49382716,0.320987654,2.172839506,0.987654321,0.24691358,0.428857715,0.365470852,0.879649891
Amir Johnson,1617,F C,0,2,101161,80,19.5625,6.5,1.75,4.575,1.475,3.1,0.6375,0.775,0.575675676,0.409090909,0.67
Marcin Gortat,1617,C,3,0,101162,82,30.62195122,10.76829268,1.475609756,10.35365854,2.902439024,7.451219512,0.487804878,0.743902439,0.578635015,0.0,0.647798742
LaMarcus Aldridge,1617,F C,0,0,200746,72,31.93055556,17.26388889,1.930555556,7.263888889,2.388888889,4.875,0.638888889,1.222222222,0.476644423,0.410714286,0.811808118
Randy Foye,1617,G,2,2,200751,69,18.13043478,5.173913043,1.956521739,2.246376812,0.130434783,2.115942029,0.507246377,0.130434783,0.363076923,0.330049261,0.857142857
JJ Redick,1617,G,2,2,200755,78,27.70512821,15.03846154,1.41025641,2.192307692,0.141025641,2.051282051,0.692307692,0.166666667,0.44494382,0.429487179,0.891089109
Thabo Sefolosha,1617,G F,2,2,200757,62,25.20967742,7.161290323,1.725806452,4.35483871,0.870967742,3.483870968,1.548387097,0.5,0.440506329,0.341666667,0.733333333
Rajon Rondo,1617,G,1,1,200765,69,26.1884058,7.797101449,6.68115942,5.144927536,1.057971014,4.086956522,1.434782609,0.15942029,0.408199643,0.37593985,0.6
Kyle Lowry,1617,G,1,1,200768,60,36.88333333,22.4,6.95,4.766666667,0.8,3.966666667,1.466666667,0.316666667,0.464052288,0.412393162,0.819178082
Sergio Rodriguez,1617,G,2,2,200771,68,21.76470588,7.794117647,5.058823529,2.308823529,0.308823529,2.0,0.720588235,0.058823529,0.391791045,0.365079365,0.666666667
P.J. Tucker,1617,F,2,2,200782,81,27.13580247,6.666666667,1.222222222,5.814814815,1.444444444,4.37037037,1.432098765,0.234567901,0.412863071,0.357142857,0.774193548
Paul Millsap,1617,F,0,1,200794,69,33.43478261,18.05797101,3.652173913,7.724637681,1.608695652,6.115942029,1.304347826,0.898550725,0.442386831,0.31120332,0.767901235
J.J. Barea,1617,G,2,2,200826,35,21.57142857,10.88571429,5.514285714,2.4,0.257142857,2.142857143,0.4,0.028571429,0.413994169,0.358108108,0.862745098
Kevin Durant,1617,F,0,1,201142,62,32.90322581,25.08064516,4.838709677,8.274193548,0.629032258,7.64516129,1.064516129,1.596774194,0.537037037,0.375,0.875
Al Horford,1617,F C,0,1,201143,68,31.73529412,14.0,4.955882353,6.838235294,1.397058824,5.441176471,0.764705882,1.264705882,0.473158552,0.355371901,0.8
Mike Conley,1617,G,1,1,201144,69,32.71014493,20.50724638,6.275362319,3.492753623,0.449275362,3.043478261,1.333333333,0.275362319,0.459861249,0.408114558,0.858695652
Jeff Green,1617,F,2,2,201145,69,21.68115942,9.246376812,1.173913043,3.101449275,0.565217391,2.536231884,0.536231884,0.188405797,0.394265233,0.274611399,0.863095238
Corey Brewer,1617,G F,2,2,201147,82,15.1097561,4.524390244,1.182926829,2.024390244,0.390243902,1.634146341,0.743902439,0.243902439,0.422413793,0.228813559,0.735294118
Joakim Noah,1617,F C,3,0,201149,46,21.56521739,5.043478261,2.239130435,8.760869565,3.52173913,5.239130435,0.652173913,0.804347826,0.49009901,0.0,0.435897436
Thaddeus Young,1617,F,0,0,201152,74,29.75675676,11.0,1.648648649,6.054054054,1.77027027,4.283783784,1.527027027,0.391891892,0.526928675,0.381355932,0.523255814
Rodney Stuckey,1617,G,2,2,201155,39,17.43589744,7.205128205,2.153846154,2.153846154,0.153846154,2.0,0.41025641,0.0,0.37295082,0.316666667,0.747663551
Nick Young,1617,G F,2,2,201156,60,25.43333333,13.18333333,0.966666667,2.3,0.416666667,1.883333333,0.616666667,0.233333333,0.429699842,0.403800475,0.855555556
Marco Belinelli,1617,G,2,2,201158,74,23.51351351,10.54054054,1.986486486,2.405405405,0.189189189,2.216216216,0.594594595,0.121621622,0.429268293,0.360424028,0.892857143
Jared Dudley,1617,F,2,2,201162,64,20.78125,6.78125,1.890625,3.515625,0.484375,3.03125,0.65625,0.25,0.453757225,0.379310345,0.661538462
Wilson Chandler,1617,F,0,2,201163,71,30.49295775,15.73239437,1.985915493,6.478873239,1.450704225,5.028169014,0.718309859,0.422535211,0.46112886,0.337423313,0.726804124
Arron Afflalo,1617,G,2,2,201167,61,25.42622951,8.442622951,1.278688525,2.049180328,0.147540984,1.901639344,0.344262295,0.098360656,0.44047619,0.410596026,0.892473118
Marc Gasol,1617,C,1,1,201188,74,33.7972973,19.54054054,4.567567568,6.27027027,0.810810811,5.459459459,0.905405405,1.337837838,0.45862069,0.388059701,0.837349398
Ramon Sessions,1617,G,2,2,201196,50,15.72,6.24,2.58,1.46,0.22,1.24,0.54,0.06,0.380228137,0.338709677,0.771186441
C.J. Watson,1617,G,2,2,201228,62,15.82258065,4.532258065,1.838709677,1.435483871,0.258064516,1.177419355,0.693548387,0.032258065,0.387096774,0.304761905,0.863636364
Anthony Tolliver,1617,F,2,2,201229,65,22.21538462,7.092307692,1.184615385,3.646153846,0.784615385,2.861538462,0.523076923,0.307692308,0.441595442,0.391304348,0.743902439
Michael Beasley,1617,F,2,2,201563,56,16.14285714,9.428571429,0.946428571,3.446428571,0.714285714,2.732142857,0.482142857,0.482142857,0.532019704,0.418604651,0.742857143
Derrick Rose,1617,G,1,1,201565,64,32.046875,18.03125,4.421875,3.84375,1.03125,2.8125,0.6875,0.265625,0.470829069,0.216666667,0.873517787
Russell Westbrook,1617,G,1,1,201566,81,34.08641975,31.58024691,10.37037037,10.66666667,1.691358025,8.975308642,1.62962963,0.382716049,0.424523442,0.343053173,0.845238095
Kevin Love,1617,F C,0,1,201567,60,30.9,19.03333333,1.933333333,11.1,2.466666667,8.633333333,0.883333333,0.35,0.426758939,0.372750643,0.871186441
Danilo Gallinari,1617,F,2,2,201568,63,33.38095238,18.17460317,2.142857143,5.158730159,0.619047619,4.53968254,0.634920635,0.238095238,0.446666667,0.388888889,0.901808786
Eric Gordon,1617,G,2,2,201569,75,30.49333333,16.22666667,2.506666667,2.68,0.386666667,2.293333333,0.64,0.546666667,0.405511811,0.372163389,0.84
D.J. Augustin,1617,G,2,2,201571,78,19.21794872,7.897435897,2.679487179,1.5,0.192307692,1.307692308,0.397435897,0.012820513,0.377176015,0.346715328,0.813664596
Brook Lopez,1617,C,0,0,201572,75,29.14666667,20.52,2.346666667,5.373333333,1.613333333,3.76,0.506666667,1.653333333,0.473549488,0.34625323,0.81043956
Brandon Rush,1617,G F,2,2,201575,47,21.4893617,4.191489362,0.957446809,2.106382979,0.340425532,1.765957447,0.468085106,0.489361702,0.374331551,0.385964912,0.722222222
Robin Lopez,1617,C,3,0,201577,81,27.55555556,10.35802469,0.987654321,6.419753086,3.012345679,3.407407407,0.222222222,1.444444444,0.492903226,0.0,0.721153846
Marreese Speights,1617,F C,2,2,201578,82,15.15853659,8.670731707,0.792682927,4.548780488,1.073170732,3.475609756,0.280487805,0.5,0.445255474,0.371841155,0.875912409
Ryan Anderson,1617,F,2,2,201583,72,28.97222222,13.59722222,0.944444444,4.583333333,1.555555556,3.027777778,0.430555556,0.194444444,0.417852523,0.403162055,0.86
Courtney Lee,1617,G,2,2,201584,77,31.45454545,10.84415584,2.324675325,3.363636364,0.688311688,2.675324675,1.051948052,0.311688312,0.455965909,0.401486989,0.867346939
Kosta Koufos,1617,C,3,0,201585,71,19.52112676,6.61971831,0.661971831,5.676056338,1.661971831,4.014084507,0.507042254,0.676056338,0.551020408,0.0,0.612903226
Serge Ibaka,1617,F,0,0,201586,79,30.16455696,14.84810127,0.949367089,6.810126582,1.632911392,5.17721519,0.518987342,1.569620253,0.479633401,0.391167192,0.856
Nicolas Batum,1617,G F,1,1,201587,77,33.54545455,15.11688312,5.922077922,6.246753247,0.597402597,5.649350649,1.116883117,0.376623377,0.403076923,0.333333333,0.855633803
George Hill,1617,G,1,1,201588,49,31.0,16.91836735,4.163265306,3.408163265,0.469387755,2.93877551,1.020408163,0.224489796,0.47689769,0.403433476,0.801020408
Darrell Arthur,1617,F,2,2,201589,41,15.04878049,6.390243902,1.024390244,2.731707317,0.609756098,2.12195122,0.463414634,0.512195122,0.441860465,0.452991453,0.863636364
DeAndre Jordan,1617,C,3,0,201599,81,31.28395062,12.7037037,1.185185185,13.75308642,3.679012346,10.07407407,0.62962963,1.654320988,0.714038128,0.0,0.482352941
Omer Asik,1617,C,3,0,201600,31,15.03225806,2.741935484,0.483870968,5.258064516,1.548387097,3.709677419,0.161290323,0.322580645,0.476923077,0.0,0.58974359
Luc Mbah a Moute,1617,F,2,2,201601,80,21.8875,6.05,0.4875,2.125,0.55,1.575,1.0125,0.4375,0.505291005,0.390909091,0.67816092
Goran Dragic,1617,G,1,1,201609,73,33.19178082,20.31506849,5.794520548,3.821917808,0.849315068,2.97260274,1.219178082,0.178082192,0.475088968,0.404844291,0.790450928
Blake Griffin,1617,F,1,1,201933,61,33.52459016,21.57377049,4.918032787,8.147540984,1.836065574,6.31147541,0.93442623,0.360655738,0.49330587,0.336283186,0.760095012
James Harden,1617,G,1,1,201935,81,35.82716049,29.08641975,11.19753086,8.135802469,1.172839506,6.962962963,1.49382716,0.469135802,0.439660796,0.346560847,0.84676504
Tyreke Evans,1617,G,2,2,201936,40,19.225,10.275,3.1,3.425,0.325,3.1,0.875,0.225,0.405405405,0.355932203,0.75
Ricky Rubio,1617,G,1,1,201937,75,32.46666667,11.14666667,9.093333333,4.066666667,0.906666667,3.16,1.706666667,0.133333333,0.401538462,0.306122449,0.89122807
Stephen Curry,1617,G,1,1,201939,79,32.92405063,25.30379747,6.632911392,4.46835443,0.772151899,3.696202532,1.797468354,0.215189873,0.467775468,0.410646388,0.897790055
DeMar DeRozan,1617,G F,1,1,201942,74,34.89189189,27.2972973,3.918918919,5.216216216,0.945945946,4.27027027,1.054054054,0.175675676,0.466666667,0.266129032,0.842349304
Brandon Jennings,1617,G,2,2,201943,81,21.75308642,7.12345679,4.87654321,2.419753086,0.358024691,2.061728395,0.864197531,0.049382716,0.358878505,0.313492063,0.75
Gerald Henderson,1617,G,2,2,201945,72,22.625,9.194444444,1.555555556,2.569444444,0.472222222,2.097222222,0.555555556,0.208333333,0.423146474,0.352601156,0.806060606
James Johnson,1617,F,0,1,201949,76,26.93421053,12.82894737,3.631578947,4.947368421,0.868421053,4.078947368,1.0,1.131578947,0.478543563,0.33984375,0.706976744
Jrue Holiday,1617,G,1,1,201950,67,32.17910448,15.35820896,7.28358209,3.940298507,0.686567164,3.253731343,1.492537313,0.656716418,0.453527436,0.355871886,0.708333333
Ty Lawson,1617,G,2,2,201951,69,24.66666667,9.869565217,4.84057971,2.594202899,0.637681159,1.956521739,1.072463768,0.086956522,0.454022989,0.288135593,0.797235023
Jeff Teague,1617,G,1,1,201952,82,31.90243902,15.29268293,7.792682927,4.024390244,0.402439024,3.62195122,1.219512195,0.390243902,0.442244224,0.357142857,0.86746988
Darren Collison,1617,G,1,2,201954,68,29.76470588,13.23529412,4.588235294,2.235294118,0.338235294,1.897058824,0.985294118,0.132352941,0.476190476,0.417142857,0.859649123
Omri Casspi,1617,F,2,2,201956,36,17.27777778,5.166666667,1.027777778,3.111111111,0.75,2.361111111,0.638888889,0.083333333,0.469512195,0.348837209,0.586206897
Taj Gibson,1617,F,0,0,201959,78,25.03846154,10.84615385,0.935897436,6.217948718,2.025641026,4.192307692,0.525641026,0.833333333,0.514809591,0.230769231,0.715189873
DeMarre Carroll,1617,F,2,2,201960,72,25.59722222,8.861111111,1.027777778,3.819444444,0.875,2.944444444,1.125,0.375,0.4,0.340625,0.760683761
Wayne Ellington,1617,G,2,2,201961,62,23.70967742,10.4516129,1.129032258,2.129032258,0.290322581,1.838709677,0.564516129,0.064516129,0.416216216,0.378172589,0.860465116
Dante Cunningham,1617,F,2,2,201967,66,24.5,6.590909091,0.560606061,4.196969697,0.848484848,3.348484848,0.590909091,0.424242424,0.484679666,0.392265193,0.592592593
Jonas Jerebko,1617,F,2,2,201973,78,15.34615385,3.833333333,0.91025641,3.487179487,0.756410256,2.730769231,0.320512821,0.217948718,0.435114504,0.346153846,0.702702703
Jodie Meeks,1617,G,2,2,201975,36,19.94444444,9.083333333,1.25,2.138888889,0.138888889,2.0,0.944444444,0.111111111,0.40234375,0.408759124,0.878378378
Patrick Beverley,1617,G,1,1,201976,67,30.23880597,9.537313433,4.194029851,5.865671642,1.417910448,4.447761194,1.47761194,0.373134328,0.419889503,0.381944444,0.768421053
Marcus Thornton,1617,G F,2,2,201977,33,16.87878788,6.636363636,1.242424242,2.303030303,0.666666667,1.636363636,0.575757576,0.090909091,0.4,0.35,0.851851852
Danny Green,1617,G,2,2,201980,68,26.10294118,7.308823529,1.823529412,3.294117647,0.455882353,2.838235294,1.029411765,0.838235294,0.391982183,0.379421222,0.84375
Patty Mills,1617,G,2,2,201988,80,21.5125,9.4875,3.5,1.7625,0.3,1.4625,0.8125,0.0375,0.439613527,0.414084507,0.825
Garrett Temple,1617,G F,2,2,202066,65,26.09230769,7.784615385,2.584615385,2.830769231,0.492307692,2.338461538,1.292307692,0.430769231,0.423611111,0.372727273,0.783783784
Wesley Matthews,1617,G,2,2,202083,73,33.65753425,13.50684932,2.876712329,3.547945205,0.246575342,3.301369863,1.054794521,0.205479452,0.393152302,0.363256785,0.815642458
John Wall,1617,G,1,1,202322,78,35.83333333,23.14102564,10.65384615,4.179487179,0.756410256,3.423076923,2.012820513,0.628205128,0.45087108,0.327205882,0.800759013
Evan Turner,1617,G F,2,2,202323,65,25.07692308,9.015384615,3.153846154,3.8,0.553846154,3.246153846,0.815384615,0.369230769,0.425724638,0.262711864,0.825242718
Derrick Favors,1617,F,0,0,202324,50,23.26,9.52,1.12,6.1,1.84,4.26,0.9,0.8,0.486810552,0.3,0.614678899
DeMarcus Cousins,1617,C,0,1,202326,72,33.72222222,26.97222222,4.611111111,11.02777778,2.111111111,8.916666667,1.388888889,1.291666667,0.451815642,0.360881543,0.771641791
Greg Monroe,1617,F C,3,0,202328,81,22.02469136,11.74074074,2.308641975,6.567901235,2.061728395,4.50617284,1.135802469,0.469135802,0.533057851,0.0,0.740585774
Al-Farouq Aminu,1617,F,0,2,202329,61,28.54098361,8.721311475,1.62295082,7.393442623,1.262295082,6.131147541,0.983606557,0.721311475,0.392703863,0.330188679,0.705882353
Gordon Hayward,1617,F,1,1,202330,73,33.95890411,21.93150685,3.452054795,5.397260274,0.671232877,4.726027397,1.0,0.273972603,0.471453287,0.398395722,0.843822844
Paul George,1617,F,1,1,202331,75,35.37333333,23.66666667,3.346666667,6.56,0.773333333,5.786666667,1.586666667,0.36,0.461424332,0.393145161,0.898395722
Ed Davis,1617,F C,3,0,202334,46,16.73913043,4.347826087,0.565217391,5.304347826,2.086956522,3.217391304,0.326086957,0.47826087,0.528169014,0.0,0.617283951
Patrick Patterson,1617,F,2,2,202335,65,24.04615385,6.846153846,1.169230769,4.507692308,0.953846154,3.553846154,0.615384615,0.353846154,0.401041667,0.371541502,0.716666667
Luke Babbitt,1617,F,2,2,202337,68,15.16176471,4.764705882,0.529411765,2.073529412,0.176470588,1.897058824,0.294117647,0.161764706,0.402135231,0.414285714,0.733333333
Eric Bledsoe,1617,G,1,1,202339,66,32.48484848,21.06060606,6.333333333,4.848484848,0.787878788,4.060606061,1.378787879,0.46969697,0.434235977,0.335483871,0.847161572
Avery Bradley,1617,G,1,1,202340,55,32.85454545,16.25454545,2.218181818,6.072727273,1.181818182,4.890909091,1.236363636,0.2,0.463225806,0.389891697,0.731182796
Trevor Booker,1617,F,0,0,202344,71,24.18309859,9.985915493,1.943661972,8.042253521,2.014084507,6.028169014,1.056338028,0.394366197,0.51607445,0.320512821,0.672727273
Hassan Whiteside,1617,C,3,0,202355,77,32.11688312,17.0,0.74025974,14.12987013,3.805194805,10.32467532,0.74025974,2.090909091,0.557040082,0.0,0.62849162
Nemanja Bjelica,1617,F,2,2,202357,65,17.81538462,6.2,1.215384615,3.753846154,0.876923077,2.876923077,0.615384615,0.307692308,0.424157303,0.316384181,0.737704918
Timofey Mozgov,1617,C,3,0,202389,54,19.96296296,7.425925926,0.796296296,4.888888889,1.925925926,2.962962963,0.296296296,0.574074074,0.515243902,0.0,0.807692308
Jeremy Lin,1617,G,1,1,202391,36,24.0,14.52777778,5.111111111,3.75,0.305555556,3.444444444,1.166666667,0.388888889,0.4375,0.371794872,0.815602837
Ish Smith,1617,G,2,2,202397,81,23.69135802,9.358024691,5.160493827,2.901234568,0.259259259,2.641975309,0.75308642,0.407407407,0.439252336,0.266666667,0.705882353
Lance Thomas,1617,F,2,2,202498,46,20.54347826,5.97826087,0.760869565,3.086956522,0.695652174,2.391304348,0.456521739,0.108695652,0.397540984,0.447058824,0.843137255
Kyrie Irving,1617,G,1,1,202681,72,34.55555556,25.22222222,5.805555556,3.194444444,0.722222222,2.472222222,1.152777778,0.333333333,0.472535211,0.401360544,0.905487805
Derrick Williams,1617,F,2,2,202682,50,15.62,6.08,0.56,2.6,0.38,2.22,0.28,0.14,0.442622951,0.309278351,0.651685393
Enes Freedom,1617,C,3,0,202683,72,20.76388889,14.34722222,0.930555556,6.694444444,2.708333333,3.986111111,0.444444444,0.527777778,0.545454545,0.131578947,0.785964912
Tristan Thompson,1617,F C,3,0,202684,78,29.43589744,8.076923077,0.987179487,9.166666667,3.666666667,5.5,0.5,1.076923077,0.599542334,0.0,0.497652582
Jonas Valanciunas,1617,C,0,0,202685,80,25.3125,11.9875,0.7125,9.4875,2.825,6.6625,0.4625,0.7875,0.556980057,0.5,0.811059908
Bismack Biyombo,1617,C,3,0,202687,81,21.61728395,5.962962963,0.913580247,7.0,1.938271605,5.061728395,0.308641975,1.12345679,0.528023599,0.0,0.534188034
Brandon Knight,1617,G,2,2,202688,54,20.64814815,11.01851852,2.407407407,2.185185185,0.462962963,1.722222222,0.5,0.092592593,0.398095238,0.323741007,0.857142857
Kemba Walker,1617,G,1,1,202689,79,34.11392405,23.16455696,5.493670886,3.898734177,0.569620253,3.329113924,1.075949367,0.278481013,0.443754313,0.398671096,0.846796657
Klay Thompson,1617,G,1,1,202691,78,33.51282051,22.33333333,2.051282051,3.653846154,0.628205128,3.025641026,0.846153846,0.512820513,0.468023256,0.414219474,0.853211009
Alec Burks,1617,G,2,2,202692,42,15.04761905,6.738095238,0.714285714,2.857142857,0.404761905,2.452380952,0.428571429,0.119047619,0.399193548,0.328947368,0.769230769
Markieff Morris,1617,F,0,1,202693,76,30.80263158,13.98684211,1.657894737,6.486842105,1.407894737,5.078947368,1.078947368,0.552631579,0.456692913,0.362244898,0.837209302
Marcus Morris Sr.,1617,F,2,2,202694,79,31.96202532,13.98734177,2.025316456,4.632911392,0.974683544,3.658227848,0.658227848,0.316455696,0.418073486,0.330532213,0.783783784
Kawhi Leonard,1617,F,1,1,202695,74,32.97297297,25.51351351,3.513513514,5.810810811,1.081081081,4.72972973,1.797297297,0.743243243,0.484756098,0.379844961,0.879924953
Nikola Vucevic,1617,C,0,0,202696,75,28.37333333,14.61333333,2.773333333,10.38666667,2.346666667,8.04,1.013333333,0.986666667,0.468477207,0.306666667,0.66875
Iman Shumpert,1617,G,2,2,202697,76,25.0,7.460526316,1.434210526,2.868421053,0.513157895,2.355263158,0.815789474,0.355263158,0.411042945,0.360153257,0.788888889
Tobias Harris,1617,F,2,2,202699,82,30.84146341,16.1097561,1.731707317,5.073170732,0.768292683,4.304878049,0.731707317,0.475609756,0.480714958,0.347133758,0.840707965
Kenneth Faried,1617,F C,3,0,202702,61,20.67213115,9.62295082,0.901639344,7.573770492,3.0,4.573770492,0.704918033,0.655737705,0.548076923,0.0,0.693121693
Nikola Mirotic,1617,F,2,2,202703,70,23.5,10.62857143,1.071428571,5.485714286,0.871428571,4.614285714,0.757142857,0.785714286,0.4128,0.342175066,0.7734375
Reggie Jackson,1617,G,2,2,202704,52,26.82692308,14.46153846,5.192307692,2.192307692,0.403846154,1.788461538,0.673076923,0.096153846,0.419497784,0.358695652,0.867647059
Cory Joseph,1617,G,2,2,202709,80,24.5625,9.25,3.3125,2.9375,0.6375,2.3,0.825,0.1625,0.452344932,0.355555556,0.770491803
Jimmy Butler III,1617,F,1,1,202710,76,36.5,23.89473684,5.486842105,6.184210526,1.697368421,4.486842105,1.881578947,0.421052632,0.455271565,0.366935484,0.865384615
Bojan Bogdanovic,1617,F,2,2,202711,81,25.24691358,13.74074074,1.37037037,3.419753086,0.456790123,2.962962963,0.419753086,0.086419753,0.444970414,0.367346939,0.893004115
Shelvin Mack,1617,G,2,2,202714,55,21.41818182,7.818181818,2.8,2.272727273,0.363636364,1.909090909,0.763636364,0.054545455,0.446194226,0.308333333,0.688311688
Chandler Parsons,1617,F,2,2,202718,34,19.32352941,6.176470588,1.617647059,2.470588235,0.176470588,2.294117647,0.588235294,0.147058824,0.337837838,0.268817204,0.813953488
